Bedford,Date,Station,Latitude,Longitude,Depth,density (CTD S & Lab T),CTD_Temp1,CTD_Temp2,CTD_Salt1,CTD_Salt2,TOxN to submit umol/l,TOxN to submit umol/kg,TOxN_Flag,Si_to submit umol/l,Si_to submit umol/kg,Silicate_Flag,Nitrite umol/l,Nitrite umol/kg,Nitrite_Flag,Phosphate_MI umol/l,Phosphate umol/kg,Phosphate_Flag,Nitrate umol/l,Nitrate umol/kg,Nitrate_Flag,,,,,
100122,30/04/2017,8,42.91733333,-48.02766667,3445.497,1024.685437,2.16,2.161,34.8983,34.8988,17.62,17.19,2,17.97,17.54,2,<0.04,<0.04,2,1.11,1.09,2,17.58,17.15,2,,,,,
100123,30/04/2017,8,42.91733333,-48.02766667,3400.877,1024.68559,2.1562,2.1572,34.8985,34.8987,16.79,16.38,2,18.09,17.65,2,<0.04,<0.04,2,1.12,1.09,2,16.75,16.35,2,,,,,
100124,30/04/2017,8,42.91733333,-48.02766667,3098.912,1024.691997,2.4158,2.4169,34.9069,34.9073,16.90,16.49,2,16.31,15.92,2,<0.01,<0.01,2,1.11,1.08,2,16.89,16.48,2,,,,,
100125,30/04/2017,8,42.91733333,-48.02766667,2901.899,1024.696192,2.5623,2.5633,34.9124,34.9127,16.90,16.50,2,15.30,14.93,2,<0.01,<0.01,2,1.11,1.08,2,16.89,16.49,2,,,,,
100126,30/04/2017,8,42.91733333,-48.02766667,2700.758,1024.699625,2.7096,2.7102,34.9169,34.9176,16.55,16.15,2,15.19,14.83,2,<0.01,<0.01,2,1.11,1.08,2,16.54,16.14,2,,,,,
100127,30/04/2017,8,42.91733333,-48.02766667,2499.783,1024.701913,2.8529,2.8537,34.9199,34.9206,16.82,16.41,2,14.40,14.05,2,<0.01,<0.01,2,1.12,1.09,2,16.81,16.40,2,,,,,
100128,30/04/2017,8,42.91733333,-48.02766667,2249.373,1024.704583,3.0605,3.0611,34.9234,34.9243,16.78,16.38,2,14.46,14.12,2,<0.04,<0.04,2,1.14,1.11,2,16.74,16.34,2,,,,,
100129,30/04/2017,8,42.91733333,-48.02766667,2000.424,1024.704965,3.2319,3.2321,34.9239,34.9251,17.14,16.73,2,13.44,13.11,2,<0.01,<0.01,2,1.14,1.12,2,17.13,16.72,2,,,,,
100130,30/04/2017,8,42.91733333,-48.02766667,1748.492,1024.707406,3.4186,3.4198,34.9271,34.9283,17.52,17.10,2,12.30,12.00,2,<0.04,<0.04,2,1.14,1.11,2,17.48,17.06,2,,,,,
100131,30/04/2017,8,42.91733333,-48.02766667,1498.704,1024.707711,3.5713,3.573,34.9275,34.9289,17.47,17.05,2,11.49,11.21,2,0.06,0.05,2,1.14,1.11,2,17.42,17.00,2,,,,,
100132,30/04/2017,8,42.91733333,-48.02766667,1249.64,1024.696498,3.6445,3.6447,34.9128,34.9145,16.90,16.50,2,10.61,10.35,2,<0.04,<0.04,2,1.12,1.09,2,16.86,16.46,2,,,,,
100133,30/04/2017,8,42.91733333,-48.02766667,1001.304,1024.697794,3.7748,3.7739,34.9145,34.916,17.02,16.61,2,10.44,10.19,2,0.04,0.04,2,1.13,1.10,2,16.98,16.57,2,,,,,
100134,30/04/2017,8,42.91733333,-48.02766667,899.566,1024.724798,4.06,4.0593,34.9499,34.9516,17.79,17.36,2,10.94,10.68,2,<0.01,<0.01,2,1.15,1.12,2,17.78,17.35,2,,,,,
100135,30/04/2017,8,42.91733333,-48.02766667,799.686,1024.695887,3.8846,3.8852,34.912,34.9141,17.55,17.13,2,10.06,9.82,2,<0.04,<0.04,2,1.13,1.10,2,17.51,17.09,2,,,,,
100136,30/04/2017,8,42.91733333,-48.02766667,599.671,1024.723958,4.3399,4.3385,34.9488,34.9502,18.03,17.60,2,10.67,10.42,2,<0.01,<0.01,2,1.16,1.13,2,18.02,17.59,2,,,,,
100137,30/04/2017,8,42.91733333,-48.02766667,499.798,1024.729908,4.5323,4.5311,34.9566,34.9585,18.02,17.58,2,10.85,10.59,2,<0.04,<0.04,2,1.18,1.15,2,17.98,17.54,2,,,,,
100138,30/04/2017,8,42.91733333,-48.02766667,399.469,1024.741961,4.9528,4.956,34.9724,34.9742,18.28,17.84,2,10.92,10.66,2,<0.04,<0.04,2,1.21,1.18,2,18.24,17.80,2,,,,,
100139,30/04/2017,8,42.91733333,-48.02766667,299.312,1024.696803,5.0912,5.0848,34.9132,34.915,19.47,19.01,2,11.42,11.14,2,<0.04,<0.04,2,1.25,1.22,2,19.43,18.97,2,,,,,
100140,30/04/2017,8,42.91733333,-48.02766667,200.594,1024.609923,5.2102,5.081,34.7993,34.7723,18.85,18.39,2,11.81,11.53,2,<0.04,<0.04,2,1.26,1.23,2,18.81,18.35,2,,,,,
100141,30/04/2017,8,42.91733333,-48.02766667,149.78,1024.384778,4.0123,3.9748,34.5041,34.4982,16.39,16.00,2,10.31,10.07,2,<0.04,<0.04,2,1.13,1.10,2,16.35,15.96,2,,,,,
100142,30/04/2017,8,42.91733333,-48.02766667,99.824,1024.392556,5.1442,5.16,34.5143,34.5191,16.61,16.21,2,10.03,9.79,2,0.05,0.05,2,1.12,1.10,2,16.55,16.16,2,,,,,
100143,30/04/2017,8,42.91733333,-48.02766667,70.066,1024.017773,2.6071,2.6148,34.0228,34.028,10.90,10.65,2,6.92,6.76,2,0.21,0.21,2,0.83,0.81,2,10.69,10.44,2,,,,,
100144,30/04/2017,8,42.91733333,-48.02766667,51.398,1023.998865,3.2019,3.1956,33.998,34.0004,9.06,8.84,2,4.93,4.81,2,0.25,0.25,2,0.73,0.71,2,8.80,8.60,2,,,,,
100145,30/04/2017,8,42.91733333,-48.02766667,9.999,1023.572812,4.7335,4.7233,33.4391,33.4432,1.88,1.84,2,1.36,1.33,2,0.05,0.05,2,0.34,0.33,2,1.83,1.79,2,,,,,
100146,01/05/2017,9,42.7605,-47.55516667,3713.727,1024.684293,2.157,2.1582,34.8968,34.8967,16.75,16.34,2,19.10,18.64,2,<0.01,<0.01,2,1.13,1.10,2,16.74,16.33,2,,,,,
100147,01/05/2017,9,42.7605,-47.55516667,3682.031,1024.684293,2.1539,2.155,34.8968,34.8969,17.15,16.74,2,19.30,18.84,2,<0.04,<0.04,2,1.13,1.11,2,17.11,16.70,2,,,,,
100148,01/05/2017,9,42.7605,-47.55516667,3601.692,1024.683301,2.1788,2.1798,34.8955,34.8955,16.81,16.40,2,21.01,20.51,2,<0.01,<0.01,2,1.15,1.12,2,16.80,16.39,2,,,,,
100149,01/05/2017,9,42.7605,-47.55516667,3499.015,1024.684293,2.233,2.2342,34.8968,34.8967,17.17,16.76,2,21.87,21.34,2,<0.01,<0.01,2,1.19,1.16,2,17.16,16.75,2,,,,,
100150,01/05/2017,9,42.7605,-47.55516667,3251.877,1024.689556,2.3549,2.3558,34.9037,34.9039,17.08,16.67,2,18.65,18.20,2,<0.04,<0.04,2,1.17,1.14,2,17.04,16.63,2,,,,,
100151,01/05/2017,9,42.7605,-47.55516667,2899.868,1024.697947,2.6269,2.6278,34.9147,34.9151,16.15,15.76,2,16.14,15.75,2,<0.04,<0.04,2,1.15,1.12,2,16.11,15.72,2,,,,,
100152,01/05/2017,9,42.7605,-47.55516667,2698.092,1024.701685,2.7798,2.7808,34.9196,34.92,15.91,15.53,2,16.48,16.08,2,<0.01,<0.01,2,1.12,1.10,2,15.90,15.52,2,,,,,
100153,01/05/2017,9,42.7605,-47.55516667,2500.446,1024.704278,2.9293,2.9301,34.923,34.9237,16.99,16.58,2,16.44,16.05,2,<0.01,<0.01,2,1.14,1.12,2,16.98,16.57,2,,,,,
100154,01/05/2017,9,42.7605,-47.55516667,2100.519,1024.708321,3.2302,3.2308,34.9283,34.9292,15.56,15.19,2,13.98,13.64,2,<0.01,<0.01,2,1.15,1.12,2,15.55,15.18,2,,,,,
100155,01/05/2017,9,42.7605,-47.55516667,1899.731,1024.709694,3.3771,3.3778,34.9301,34.931,16.38,15.98,2,11.47,11.19,2,<0.04,<0.04,2,1.14,1.11,2,16.34,15.94,2,,,,,
100156,01/05/2017,9,42.7605,-47.55516667,1698.54,1024.719763,3.5694,3.5699,34.9433,34.9445,,,5,13.29,12.97,2,<0.04,<0.04,2,1.15,1.12,2,,,5,,,,,
100157,01/05/2017,9,42.7605,-47.55516667,1497.843,1024.717398,3.6873,3.6887,34.9402,34.9418,16.27,15.88,2,11.44,11.17,2,<0.04,<0.04,2,1.14,1.11,2,16.23,15.84,2,,,,,
100158,01/05/2017,9,42.7605,-47.55516667,1299.229,1024.716941,3.7973,3.7978,34.9396,34.9411,,,5,11.66,11.38,2,<0.01,<0.01,2,1.14,1.11,2,,,5,,,,,
100159,01/05/2017,9,42.7605,-47.55516667,1043.216,1024.695048,3.7822,3.7821,34.9109,34.9125,14.71,14.36,2,10.21,9.96,2,<0.04,<0.04,2,1.12,1.09,2,14.67,14.32,2,,,,,
100160,01/05/2017,9,42.7605,-47.55516667,901.771,1024.728459,4.1398,4.1387,34.9547,34.9562,16.34,15.95,2,9.39,9.16,2,<0.04,<0.04,2,1.13,1.11,2,16.30,15.91,2,,,,,
100161,01/05/2017,9,42.7605,-47.55516667,696.496,1024.733036,4.364,4.3637,34.9607,34.9622,16.39,16.00,2,10.06,9.82,2,<0.04,<0.04,2,1.14,1.11,2,16.35,15.96,2,,,,,
100162,01/05/2017,9,42.7605,-47.55516667,499.829,1024.741808,4.7024,4.7055,34.9722,34.974,16.79,16.39,2,10.94,10.68,2,<0.04,<0.04,2,1.17,1.14,2,16.75,16.35,2,,,,,
100163,01/05/2017,9,42.7605,-47.55516667,403.002,1024.65668,4.2336,4.2334,34.8606,34.8626,16.90,16.49,2,9.93,9.69,2,<0.04,<0.04,2,1.10,1.07,2,16.86,16.45,2,,,,,
100164,01/05/2017,9,42.7605,-47.55516667,300.267,1024.661181,4.7702,4.7581,34.8665,34.8677,18.61,18.16,2,11.14,10.87,2,<0.04,<0.04,2,1.19,1.16,2,18.57,18.12,2,,,,,
100165,01/05/2017,9,42.7605,-47.55516667,199.42,1024.484304,4.0777,4.0771,34.6346,34.6366,17.32,16.91,2,10.41,10.16,2,<0.04,<0.04,2,1.09,1.06,2,17.28,16.87,2,,,,,
100166,01/05/2017,9,42.7605,-47.55516667,119.532,1024.311186,3.8755,3.8752,34.4076,34.4101,12.16,11.87,2,9.16,8.94,2,0.05,0.05,2,1.02,1.00,2,12.11,11.82,2,,,,,
100167,01/05/2017,9,42.7605,-47.55516667,70.556,1023.964404,3.4433,3.444,33.9528,33.9561,8.55,8.35,2,5.16,5.03,2,0.19,0.19,2,0.76,0.74,2,8.36,8.16,2,,,,,
100168,01/05/2017,9,42.7605,-47.55516667,30.027,1023.654522,4.9848,4.9983,33.5463,33.5476,2.08,2.03,2,1.32,1.29,2,0.07,0.06,2,0.41,0.40,2,2.02,1.97,2,,,,,
100170,02/05/2017,10,42.56316667,-46.9335,4046.926,1024.685132,2.1884,2.1893,34.8979,34.8979,14.94,14.58,2,17.70,17.27,2,<0.04,<0.04,2,1.08,1.05,2,14.90,14.54,2,,,,,
100171,02/05/2017,10,42.56316667,-46.9335,4000.673,1024.683835,2.2123,2.2135,34.8962,34.896,16.31,15.92,2,22.03,21.50,2,<0.04,<0.04,2,1.13,1.10,2,16.27,15.88,2,,,,,
100172,02/05/2017,10,42.56316667,-46.9335,3799.746,1024.684064,2.2503,2.2512,34.8965,34.8965,15.67,15.29,2,21.22,20.70,2,<0.01,<0.01,2,1.16,1.13,2,15.66,15.29,2,,,,,
100173,02/05/2017,10,42.56316667,-46.9335,3502.25,1024.688946,2.3834,2.3842,34.9029,34.9032,16.02,15.64,2,22.92,22.37,2,<0.01,<0.01,2,1.15,1.13,2,16.01,15.63,2,,,,,
100174,02/05/2017,10,42.56316667,-46.9335,3201.178,1024.69604,2.5783,2.5794,34.9122,34.9125,15.24,14.87,2,17.57,17.15,2,<0.01,<0.01,2,1.12,1.09,2,15.23,14.86,2,,,,,
100175,02/05/2017,10,42.56316667,-46.9335,2900.275,1024.704126,2.8499,2.8513,34.9228,34.9234,16.10,15.71,2,19.96,19.48,2,<0.01,<0.01,2,1.17,1.15,2,16.09,15.70,2,,,,,
100176,02/05/2017,10,42.56316667,-46.9335,2703.777,1024.706872,2.997,2.9977,34.9264,34.9271,15.79,15.41,2,17.66,17.24,3,<0.01,<0.01,2,1.15,1.12,2,15.78,15.40,2,,,,,
100177,02/05/2017,10,42.56316667,-46.9335,2500.04,1024.705651,3.0978,3.099,34.9248,34.9255,15.51,15.14,2,15.65,15.27,2,<0.01,<0.01,2,1.13,1.11,2,15.50,15.13,2,,,,,
100178,02/05/2017,10,42.56316667,-46.9335,2200.247,1024.709389,3.3326,3.3336,34.9297,34.9306,16.19,15.80,2,15.29,14.93,2,#DIV/0!,#DIV/0!,1,1.16,1.13,2,#DIV/0!,#DIV/0!,1,,,,,
100179,02/05/2017,10,42.56316667,-46.9335,1900.066,1024.711067,3.5872,3.588,34.9319,34.9331,16.24,15.85,2,12.44,12.14,2,#DIV/0!,#DIV/0!,1,1.15,1.12,2,#DIV/0!,#DIV/0!,1,,,,,
100180,02/05/2017,10,42.56316667,-46.9335,1702.819,1024.714042,3.7402,3.7407,34.9358,34.9372,16.43,16.03,2,12.46,12.16,2,#DIV/0!,#DIV/0!,1,1.15,1.13,2,#DIV/0!,#DIV/0!,1,,,,,
100181,02/05/2017,10,42.56316667,-46.9335,1501.008,1024.708092,3.8261,3.8263,34.928,34.9293,16.25,15.86,2,10.81,10.55,2,#DIV/0!,#DIV/0!,1,1.14,1.11,2,#DIV/0!,#DIV/0!,1,,,,,
100182,02/05/2017,10,42.56316667,-46.9335,1300.176,1024.717932,4.0233,4.0231,34.9409,34.9422,15.98,15.60,2,11.37,11.09,2,#DIV/0!,#DIV/0!,1,1.15,1.12,2,#DIV/0!,#DIV/0!,1,,,,,
100183,02/05/2017,10,42.56316667,-46.9335,1100.432,1024.735858,4.324,4.3258,34.9644,34.9659,15.88,15.50,2,10.74,10.48,2,#DIV/0!,#DIV/0!,1,1.15,1.12,2,#DIV/0!,#DIV/0!,1,,,,,
100184,02/05/2017,10,42.56316667,-46.9335,900.899,1024.769041,4.8484,4.8482,35.0079,35.0094,16.51,16.11,2,11.95,11.66,2,#DIV/0!,#DIV/0!,1,1.19,1.16,2,#DIV/0!,#DIV/0!,1,,,,,
100185,02/05/2017,10,42.56316667,-46.9335,701.483,1024.702981,4.9719,4.9721,34.9213,34.9234,17.73,17.30,2,12.66,12.35,2,#DIV/0!,#DIV/0!,1,1.25,1.22,2,#DIV/0!,#DIV/0!,1,,,,,
100186,02/05/2017,10,42.56316667,-46.9335,499.077,1024.85204,7.8809,7.8864,35.1167,35.1196,21.10,20.59,2,15.19,14.82,2,#DIV/0!,#DIV/0!,1,1.52,1.48,3,#DIV/0!,#DIV/0!,1,,,,,
100187,02/05/2017,10,42.56316667,-46.9335,401.322,1024.870578,9.1105,9.1116,35.141,35.1421,21.44,20.92,2,14.76,14.40,2,#DIV/0!,#DIV/0!,1,1.51,1.47,3,#DIV/0!,#DIV/0!,1,,,,,
100188,02/05/2017,10,42.56316667,-46.9335,301.644,1025.137921,11.7338,11.735,35.4914,35.4919,17.57,17.14,2,9.82,9.58,2,#DIV/0!,#DIV/0!,1,1.21,1.18,2,#DIV/0!,#DIV/0!,1,,,,,
100189,02/05/2017,10,42.56316667,-46.9335,199.03,1025.264362,13.3313,13.3278,35.6571,35.6578,10.08,9.83,2,5.05,4.93,2,#DIV/0!,#DIV/0!,1,0.67,0.65,2,#DIV/0!,#DIV/0!,1,,,,,
100190,02/05/2017,10,42.56316667,-46.9335,120.41,1025.253984,13.6148,13.6154,35.6435,35.6447,6.71,6.55,2,2.63,2.56,2,#DIV/0!,#DIV/0!,1,0.48,0.46,2,#DIV/0!,#DIV/0!,1,,,,,
100191,02/05/2017,10,42.56316667,-46.9335,69.107,1025.185917,13.6524,13.707,35.5543,35.5756,3.94,3.84,2,1.39,1.35,3,#DIV/0!,#DIV/0!,1,0.32,0.31,2,#DIV/0!,#DIV/0!,1,,,,,
100192,02/05/2017,10,42.56316667,-46.9335,30.808,1025.018663,13.1099,13.1107,35.3351,35.3374,1.84,1.80,2,0.77,0.75,3,#DIV/0!,#DIV/0!,1,0.22,0.21,2,#DIV/0!,#DIV/0!,1,,,,,
100193,02/05/2017,10,42.56316667,-46.9335,10.452,1025.015535,13.0862,13.0894,35.331,35.3334,1.71,1.67,2,0.71,0.69,2,#DIV/0!,#DIV/0!,1,0.21,0.20,2,#DIV/0!,#DIV/0!,1,,,,,
100194,03/05/2017,11,42.41466667,-46.28316667,4622.213,1024.683225,2.258,2.2592,34.8954,34.8951,15.38,15.00,2,20.60,20.10,2,<0.01,<0.01,2,1.13,1.11,2,15.37,14.99,2,,,,,
100195,03/05/2017,11,42.41466667,-46.28316667,4598.496,1024.682996,2.2547,2.2559,34.8951,34.8947,15.40,15.03,2,19.41,18.94,2,<0.01,<0.01,2,1.14,1.11,2,15.39,15.02,2,,,,,
100196,03/05/2017,11,42.41466667,-46.28316667,4498.551,1024.682691,2.2584,2.2595,34.8947,34.8945,15.78,15.40,2,21.43,20.92,2,<0.01,<0.01,2,1.16,1.14,2,15.77,15.39,2,,,,,
100197,03/05/2017,11,42.41466667,-46.28316667,4252.096,1024.683911,2.2832,2.2845,34.8963,34.8961,15.54,15.17,2,20.11,19.63,2,<0.01,<0.01,2,1.16,1.13,2,15.53,15.16,2,,,,,
100198,03/05/2017,11,42.41466667,-46.28316667,4098.531,1024.685361,2.3181,2.3188,34.8982,34.8982,15.89,15.51,2,21.58,21.06,2,<0.04,<0.04,2,1.16,1.13,2,15.85,15.47,2,,,,,
100199,03/05/2017,11,42.41466667,-46.28316667,3751.43,1024.68948,2.4404,2.4412,34.9036,34.9038,16.03,15.65,2,21.70,21.18,2,<0.04,<0.04,2,1.18,1.15,2,15.99,15.61,2,,,,,
100200,03/05/2017,11,42.41466667,-46.28316667,3501.35,1024.695658,2.597,2.598,34.9117,34.9118,16.09,15.70,2,20.49,19.99,2,<0.01,<0.01,2,1.15,1.12,2,16.08,15.69,2,,,,,
100201,03/05/2017,11,42.41466667,-46.28316667,3249.111,1024.701608,2.7926,2.7934,34.9195,34.92,15.96,15.58,2,19.33,18.86,2,<0.04,<0.04,2,1.18,1.15,2,15.92,15.54,2,,,,,
100202,03/05/2017,11,42.41466667,-46.28316667,3001.935,1024.704812,2.9732,2.9738,34.9237,34.9242,16.26,15.86,2,18.53,18.08,2,<0.04,<0.04,2,1.17,1.14,2,16.22,15.83,2,,,,,
100203,03/05/2017,11,42.41466667,-46.28316667,2752.95,1024.710609,3.1947,3.1955,34.9313,34.9319,16.01,15.63,2,17.40,16.98,2,<0.04,<0.04,2,1.18,1.15,2,15.97,15.59,2,,,,,
100204,03/05/2017,11,42.41466667,-46.28316667,2501.416,1024.712821,3.3887,3.3895,34.9342,34.9349,16.02,15.63,2,16.34,15.95,2,<0.04,<0.04,2,1.16,1.13,2,15.98,15.59,2,,,,,
100205,03/05/2017,11,42.41466667,-46.28316667,2253.047,1024.722891,3.6522,3.6524,34.9474,34.9483,16.59,16.19,2,15.53,15.15,2,<0.04,<0.04,2,1.19,1.16,2,16.55,16.15,2,,,,,
100206,03/05/2017,11,42.41466667,-46.28316667,2002.656,1024.731434,3.8825,3.8826,34.9586,34.9597,16.07,15.69,2,13.73,13.40,2,<0.04,<0.04,2,1.17,1.15,2,16.03,15.65,2,,,,,
100207,03/05/2017,11,42.41466667,-46.28316667,1750.653,1024.728307,4.0394,4.0399,34.9545,34.9557,16.25,15.86,2,12.89,12.58,2,<0.01,<0.01,2,1.17,1.14,2,16.24,15.85,2,,,,,
100208,03/05/2017,11,42.41466667,-46.28316667,1501.159,1024.741961,4.3362,4.3371,34.9724,34.9738,16.31,15.92,2,11.57,11.29,2,<0.04,<0.04,2,1.17,1.14,2,16.27,15.88,2,,,,,
100209,03/05/2017,11,42.41466667,-46.28316667,1249.473,1024.772855,4.9243,4.9282,35.0129,35.0153,16.56,16.16,2,9.86,9.62,2,<0.04,<0.04,2,1.17,1.14,2,16.52,16.12,2,,,,,
100210,03/05/2017,11,42.41466667,-46.28316667,998.403,1024.803217,6.0248,6.0453,35.0527,35.0533,18.72,18.26,2,11.89,11.60,2,<0.04,<0.04,2,1.31,1.28,2,18.68,18.22,2,,,,,
100211,03/05/2017,11,42.41466667,-46.28316667,746.14,1024.968155,9.7495,9.7516,35.2689,35.2684,18.37,17.92,2,9.17,8.95,2,<0.04,<0.04,2,1.31,1.27,2,18.33,17.88,2,,,,,
100212,03/05/2017,11,42.41466667,-46.28316667,498.594,1025.574294,14.9435,14.9431,36.0632,36.0612,6.25,6.09,2,2.47,2.41,2,<0.04,<0.04,2,0.42,0.41,0,6.21,6.05,2,,,,,
100213,03/05/2017,11,42.41466667,-46.28316667,250.005,1025.710012,16.0594,16.0573,36.241,36.2399,5.01,4.89,2,1.89,1.84,2,<0.04,<0.04,2,0.31,0.30,2,4.97,4.85,2,,,,,
100214,03/05/2017,11,42.41466667,-46.28316667,128.286,1025.745279,16.535,16.5334,36.2872,36.2862,4.62,4.50,2,1.69,1.65,2,0.06,0.06,2,0.29,0.28,2,4.56,4.44,2,,,,,
100215,03/05/2017,11,42.41466667,-46.28316667,72.614,1025.843376,17.0961,17.0976,36.4157,36.416,2.58,2.52,2,1.00,0.98,2,0.15,0.14,2,0.17,0.17,2,2.43,2.37,2,,,,,
100216,03/05/2017,11,42.41466667,-46.28316667,29.206,1025.841926,17.0916,17.0923,36.4138,36.4157,2.38,2.32,2,0.96,0.93,3,0.14,0.13,2,<0.16,<0.16,2,2.24,2.19,2,,,,,
100217,03/05/2017,11,42.41466667,-46.28316667,10.133,1025.845285,17.0927,17.0926,36.4182,36.4182,2.80,2.73,2,0.92,0.89,2,0.14,0.14,2,<0.16,<0.16,2,2.66,2.59,2,,,,,
100218,04/05/2017,12,42.24233333,-45.6465,4712.712,1024.674453,2.2478,2.249,34.8839,34.8824,19.76,19.28,2,37.58,36.67,2,<0.04,<0.04,2,1.37,1.33,2,19.72,19.25,2,,,,,
100219,04/05/2017,12,42.24233333,-45.6465,4699.661,1024.674529,2.2466,2.2479,34.884,34.8825,18.48,18.04,2,33.43,32.62,2,<0.04,<0.04,2,1.33,1.30,2,18.44,18.00,2,,,,,
100220,04/05/2017,12,42.24233333,-45.6465,4400.37,1024.679335,2.2652,2.2663,34.8903,34.8889,18.25,17.81,2,30.10,29.38,2,<0.04,<0.04,2,1.31,1.28,2,18.21,17.77,2,,,,,
100221,04/05/2017,12,42.24233333,-45.6465,4096.102,1024.680403,2.2858,2.2867,34.8917,34.8905,18.05,17.61,2,29.14,28.44,2,<0.04,<0.04,2,1.32,1.29,2,18.01,17.57,2,,,,,
100222,04/05/2017,12,42.24233333,-45.6465,3801.266,1024.686276,2.3696,2.3715,34.8994,34.8983,18.11,17.67,2,27.80,27.13,2,<0.04,<0.04,2,1.30,1.27,2,18.07,17.63,2,,,,,
100223,04/05/2017,12,42.24233333,-45.6465,3498.891,1024.695887,2.5641,2.5646,34.912,34.9111,16.77,16.37,2,20.97,20.47,2,<0.04,<0.04,2,1.24,1.21,2,16.73,16.33,2,,,,,
100224,04/05/2017,12,42.24233333,-45.6465,3197.713,1024.705651,2.8263,2.8284,34.9248,34.9241,17.11,16.70,2,19.09,18.63,2,<0.04,<0.04,2,1.23,1.20,2,17.07,16.66,2,,,,,
100225,04/05/2017,12,42.24233333,-45.6465,2901.636,1024.706338,3.0632,3.0637,34.9257,34.9253,16.84,16.44,2,15.63,15.25,2,<0.04,<0.04,2,1.19,1.16,2,16.80,16.40,2,,,,,
100226,04/05/2017,12,42.24233333,-45.6465,2588.685,1024.717093,3.3929,3.3959,34.9398,34.9395,17.35,16.93,2,14.85,14.50,2,<0.04,<0.04,2,1.21,1.18,2,17.31,16.90,2,,,,,
100227,04/05/2017,12,42.24233333,-45.6465,2349.913,1024.717169,3.5546,3.555,34.9399,34.9397,17.35,16.93,2,12.34,12.04,2,<0.04,<0.04,2,1.24,1.21,2,17.31,16.89,2,,,,,
100228,04/05/2017,12,42.24233333,-45.6465,1997.048,1024.732121,3.9156,3.9162,34.9595,34.9595,17.36,16.94,2,12.10,11.80,2,<0.04,<0.04,2,1.23,1.20,2,17.32,16.90,2,,,,,
100229,04/05/2017,12,42.24233333,-45.6465,1746.971,1024.735019,4.1194,4.1198,34.9633,34.9634,17.72,17.29,2,11.76,11.47,2,<0.04,<0.04,2,1.24,1.21,2,17.68,17.25,2,,,,,
100230,04/05/2017,12,42.24233333,-45.6465,1448.874,1024.751115,4.5349,4.5339,34.9844,34.9847,18.31,17.87,2,11.58,11.30,2,<0.04,<0.04,2,1.24,1.21,2,18.27,17.83,2,,,,,
100231,04/05/2017,12,42.24233333,-45.6465,1248.743,1024.773313,5.0754,5.0732,35.0135,35.0138,18.18,17.74,2,12.02,11.73,2,<0.04,<0.04,2,1.26,1.23,2,18.14,17.71,2,,,,,
100232,04/05/2017,12,42.24233333,-45.6465,995.638,1024.881945,7.2277,7.219,35.1559,35.1548,20.46,19.96,2,13.52,13.19,2,<0.04,<0.04,2,1.39,1.36,2,20.42,19.92,2,,,,,
100233,04/05/2017,12,42.24233333,-45.6465,825.242,1024.907655,9.1447,9.1471,35.1896,35.1893,21.44,20.92,3,12.09,11.80,2,<0.04,<0.04,2,1.45,1.41,2,21.40,20.88,3,,,,,
100234,04/05/2017,12,42.24233333,-45.6465,601.751,1025.283821,13.0374,13.0366,35.6826,35.6805,13.66,13.32,3,5.91,5.76,2,<0.04,<0.04,2,0.87,0.85,2,13.62,13.28,3,,,,,
100235,04/05/2017,12,42.24233333,-45.6465,500.777,1025.546282,14.8681,14.8692,36.0265,36.0246,6.29,6.13,3,2.66,2.59,2,<0.04,<0.04,2,0.40,0.39,2,6.25,6.09,3,,,,,
100236,04/05/2017,12,42.24233333,-45.6465,374.693,1025.686577,15.8457,15.8463,36.2103,36.2091,5.74,5.59,3,2.36,2.31,2,<0.04,<0.04,2,0.34,0.33,2,5.70,5.55,3,,,,,
100237,04/05/2017,12,42.24233333,-45.6465,200.806,1025.703065,16.2058,16.2059,36.2319,36.2316,5.57,5.43,2,2.21,2.16,2,0.04,0.04,2,0.35,0.34,2,5.52,5.39,2,,,,,
100238,04/05/2017,12,42.24233333,-45.6465,121.345,1025.84246,17.0291,17.0297,36.4145,36.4143,2.60,2.54,2,1.02,1.00,2,0.15,0.15,2,<0.16,<0.16,2,2.45,2.39,2,,,,,
100239,04/05/2017,12,42.24233333,-45.6465,70.463,1025.852614,17.1217,17.1215,36.4278,36.4276,2.59,2.52,2,1.06,1.04,2,0.15,0.14,2,<0.16,<0.16,2,2.44,2.38,2,,,,,
100240,04/05/2017,12,42.24233333,-45.6465,31.298,1025.852996,17.1162,17.1158,36.4283,36.4284,2.56,2.50,2,1.00,0.97,3,0.14,0.13,2,<0.16,<0.16,2,2.43,2.37,2,,,,,
100241,04/05/2017,12,42.24233333,-45.6465,10.486,1025.852614,17.1115,17.1106,36.4278,36.428,2.75,2.68,2,0.93,0.91,3,0.14,0.14,2,<0.16,<0.16,2,2.61,2.55,2,,,,,
100242,04/05/2017,13,42.07033333,-45.01783333,4827.983,1024.681165,2.278,2.2791,34.8927,34.8909,17.48,17.06,2,27.28,26.62,3,<0.01,<0.01,2,1.25,1.22,2,17.47,17.05,2,,,,,
100243,04/05/2017,13,42.07033333,-45.01783333,4700.701,1024.681852,2.2764,2.2776,34.8936,34.8921,17.00,16.59,2,26.25,25.61,3,<0.01,<0.01,2,1.23,1.20,2,16.99,16.58,2,,,,,
